name,points,challenges
Y@hoo!,100,"{'challenge_name': ['AWAWA', 'Tortellini Check'], 'challenge_category': ['forensics', 'misc'], 'challenge_points': ['50', '50'], 'solve_time': ['2025-04-05 23:26:45', '2025-04-05 23:10:41']}"
CodeVinci,100,"{'challenge_name': ['AWAWA', 'Tortellini Check'], 'challenge_category': ['forensics', 'misc'], 'challenge_points': ['50', '50'], 'solve_time': ['2025-04-05 23:32:59', '2025-04-05 22:36:28']}"
tuppulix,100,"{'challenge_name': ['Bologna Rider', 'Tortellini Check'], 'challenge_category': ['misc', 'misc'], 'challenge_points': ['50', '50'], 'solve_time': ['2025-04-06 00:01:56', '2025-04-05 23:05:53']}"
judge5,100,"{'challenge_name': ['Bologna Rider', 'Tortellini Check'], 'challenge_category': ['misc', 'misc'], 'challenge_points': ['50', '50'], 'solve_time': ['2025-04-06 00:21:00', '2025-04-05 22:33:08']}"
stecca,100,"{'challenge_name': ['Bologna Rider', 'Tortellini Check'], 'challenge_category': ['misc', 'misc'], 'challenge_points': ['50', '50'], 'solve_time': ['2025-04-06 00:23:39', '2025-04-05 22:31:20']}"
Atomic_Pwnz,100,"{'challenge_name': ['AWAWA', 'Tortellini Check'], 'challenge_category': ['forensics', 'misc'], 'challenge_points': ['50', '50'], 'solve_time': ['2025-04-06 01:50:00', '2025-04-06 00:11:36']}"
Codered9,100,"{'challenge_name': ['Bologna Rider', 'Tortellini Check'], 'challenge_category': ['misc', 'misc'], 'challenge_points': ['50', '50'], 'solve_time': ['2025-04-06 02:12:13', '2025-04-06 01:59:44']}"
zHydra7,100,"{'challenge_name': ['AWAWA', 'Tortellini Check'], 'challenge_category': ['forensics', 'misc'], 'challenge_points': ['50', '50'], 'solve_time': ['2025-04-06 02:17:01', '2025-04-06 02:07:31']}"
taurus,100,"{'challenge_name': ['AWAWA', 'Tortellini Check'], 'challenge_category': ['forensics', 'misc'], 'challenge_points': ['50', '50'], 'solve_time': ['2025-04-06 04:26:16', '2025-04-06 04:07:49']}"
ApacheMatt,100,"{'challenge_name': ['Bologna Rider', 'Tortellini Check'], 'challenge_category': ['misc', 'misc'], 'challenge_points': ['50', '50'], 'solve_time': ['2025-04-06 04:31:17', '2025-04-06 04:17:06']}"
ri5e,100,"{'challenge_name': ['Tortellini Check', 'AWAWA'], 'challenge_category': ['misc', 'forensics'], 'challenge_points': ['50', '50'], 'solve_time': ['2025-04-06 06:08:38', '2025-04-06 06:07:22']}"
R3C0N,100,"{'challenge_name': ['AWAWA', 'Tortellini Check'], 'challenge_category': ['forensics', 'misc'], 'challenge_points': ['50', '50'], 'solve_time': ['2025-04-06 08:35:52', '2025-04-06 07:42:38']}"
Takeru,100,"{'challenge_name': ['Tortellini Check', 'AWAWA'], 'challenge_category': ['misc', 'forensics'], 'challenge_points': ['50', '50'], 'solve_time': ['2025-04-06 10:36:56', '2025-04-06 10:36:30']}"
CyberCh1ck,100,"{'challenge_name': ['AWAWA', 'Tortellini Check'], 'challenge_category': ['forensics', 'misc'], 'challenge_points': ['50', '50'], 'solve_time': ['2025-04-06 12:46:05', '2025-04-06 12:34:23']}"
n0g_1ong,100,"{'challenge_name': ['AWAWA', 'Tortellini Check'], 'challenge_category': ['forensics', 'misc'], 'challenge_points': ['50', '50'], 'solve_time': ['2025-04-06 13:22:26', '2025-04-06 08:08:52']}"
risscheese,100,"{'challenge_name': ['AWAWA', 'Tortellini Check'], 'challenge_category': ['forensics', 'misc'], 'challenge_points': ['50', '50'], 'solve_time': ['2025-04-06 15:03:06', '2025-04-06 14:01:15']}"
B34RN00B,100,"{'challenge_name': ['AWAWA', 'Tortellini Check'], 'challenge_category': ['forensics', 'misc'], 'challenge_points': ['50', '50'], 'solve_time': ['2025-04-06 15:06:31', '2025-04-06 14:05:17']}"
H4CK_077,100,"{'challenge_name': ['AWAWA', 'Tortellini Check'], 'challenge_category': ['forensics', 'misc'], 'challenge_points': ['50', '50'], 'solve_time': ['2025-04-06 16:21:05', '2025-04-06 16:14:18']}"
n0rm41,100,"{'challenge_name': ['Bologna Rider', 'Tortellini Check'], 'challenge_category': ['misc', 'misc'], 'challenge_points': ['50', '50'], 'solve_time': ['2025-04-06 16:37:38', '2025-04-06 15:04:52']}"
Pinnel,100,"{'challenge_name': ['Bologna Rider', 'Tortellini Check'], 'challenge_category': ['misc', 'misc'], 'challenge_points': ['50', '50'], 'solve_time': ['2025-04-06 16:39:55', '2025-04-06 03:34:47']}"
HR_Warrior,100,"{'challenge_name': ['AWAWA', 'Tortellini Check'], 'challenge_category': ['forensics', 'misc'], 'challenge_points': ['50', '50'], 'solve_time': ['2025-04-06 17:04:53', '2025-04-06 16:55:22']}"
Sumit Modanwal,100,"{'challenge_name': ['Tortellini Check', 'AWAWA'], 'challenge_category': ['misc', 'forensics'], 'challenge_points': ['50', '50'], 'solve_time': ['2025-04-06 17:11:19', '2025-04-06 17:11:10']}"
Divyg,100,"{'challenge_name': ['AWAWA', 'Tortellini Check'], 'challenge_category': ['forensics', 'misc'], 'challenge_points': ['50', '50'], 'solve_time': ['2025-04-06 18:07:06', '2025-04-06 18:06:38']}"
Drli,100,"{'challenge_name': ['Bologna Rider', 'AWAWA'], 'challenge_category': ['misc', 'forensics'], 'challenge_points': ['50', '50'], 'solve_time': ['2025-04-06 19:34:26', '2025-04-06 18:52:22']}"
Aboba9000,100,"{'challenge_name': ['AWAWA', 'Bologna Rider'], 'challenge_category': ['forensics', 'misc'], 'challenge_points': ['50', '50'], 'solve_time': ['2025-04-06 20:48:32', '2025-04-06 20:03:32']}"
Samson12,60,"{'challenge_name': ['Tortellini Check', 'Feedback form'], 'challenge_category': ['misc', 'misc'], 'challenge_points': ['50', '10'], 'solve_time': ['2025-04-06 20:14:54', '2025-04-06 20:12:38']}"
#MogamiShizuka,60,"{'challenge_name': ['Feedback form', 'Tortellini Check'], 'challenge_category': ['misc', 'misc'], 'challenge_points': ['10', '50'], 'solve_time': ['2025-04-06 20:36:24', '2025-04-05 22:39:27']}"
dev,60,"{'challenge_name': ['Feedback form', 'Tortellini Check'], 'challenge_category': ['misc', 'misc'], 'challenge_points': ['10', '50'], 'solve_time': ['2025-04-06 20:42:35', '2025-04-06 08:24:51']}"
ctfrrteam,60,"{'challenge_name': ['Feedback form', 'Tortellini Check'], 'challenge_category': ['misc', 'misc'], 'challenge_points': ['10', '50'], 'solve_time': ['2025-04-06 20:49:56', '2025-04-05 22:49:58']}"
Cyber_Vanguard,60,"{'challenge_name': ['Tortellini Check', 'Feedback form'], 'challenge_category': ['misc', 'misc'], 'challenge_points': ['50', '10'], 'solve_time': ['2025-04-06 21:15:27', '2025-04-06 21:15:15']}"
Kr4za,60,"{'challenge_name': ['Feedback form', 'Tortellini Check'], 'challenge_category': ['misc', 'misc'], 'challenge_points': ['10', '50'], 'solve_time': ['2025-04-06 22:15:22', '2025-04-06 13:17:53']}"
expl0itmy4ss,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-05 22:30:24']}"
Burgos,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-05 22:30:25']}"
MasinoMasone,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-05 22:30:59']}"
naveen_216,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-05 22:32:39']}"
mH4ck3r0n3,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-05 22:32:53']}"
knight_,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-05 22:33:07']}"
patuffolo,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-05 22:34:12']}"
123,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-05 22:35:02']}"
Sans,50,"{'challenge_name': ['AWAWA'], 'challenge_category': ['forensics'], 'challenge_points': ['50'], 'solve_time': ['2025-04-05 22:35:25']}"
gabmb,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-05 22:44:16']}"
Ainemed,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-05 22:45:06']}"
vDuB,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-05 22:45:41']}"
Zapdos,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-05 22:47:56']}"
water009,50,"{'challenge_name': ['AWAWA'], 'challenge_category': ['forensics'], 'challenge_points': ['50'], 'solve_time': ['2025-04-05 23:00:46']}"
Weak But Leet,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-05 23:04:00']}"
isfandiyor.baxtiyorov,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-05 23:08:22']}"
atlantis,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-05 23:14:15']}"
3pp0_,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-05 23:15:21']}"
sp00ky,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-05 23:18:33']}"
frescodizona,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-05 23:20:35']}"
Boss ,50,"{'challenge_name': ['AWAWA'], 'challenge_category': ['forensics'], 'challenge_points': ['50'], 'solve_time': ['2025-04-05 23:22:14']}"
root-a2,50,"{'challenge_name': ['AWAWA'], 'challenge_category': ['forensics'], 'challenge_points': ['50'], 'solve_time': ['2025-04-05 23:24:39']}"
mahendra,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-05 23:36:08']}"
Loske,50,"{'challenge_name': ['Bologna Rider'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-05 23:38:05']}"
z3r0_s0lv3???,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-05 23:40:56']}"
GoldenWizard ,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-05 23:49:38']}"
p3rpl3x3d_m3,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-05 23:57:04']}"
Hitsu,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-06 00:05:39']}"
the 591th solo army,50,"{'challenge_name': ['AWAWA'], 'challenge_category': ['forensics'], 'challenge_points': ['50'], 'solve_time': ['2025-04-06 00:09:20']}"
B1smuth,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-06 00:10:19']}"
PlayerX,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-06 00:22:10']}"
Swapppyz,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-06 00:47:47']}"
jevaakharthik,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-06 00:51:51']}"
One,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-06 01:21:30']}"
FudyyH1,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-06 01:37:59']}"
Aristore,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-06 02:08:49']}"
Fc8,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-06 02:27:23']}"
st0p_cyb3rbu11ying,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-06 02:55:06']}"
M4rc0l1n055,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-06 03:25:42']}"
King0Root,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-06 03:30:15']}"
b0510,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-06 03:31:52']}"
Updater,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-06 04:52:11']}"
Sword,50,"{'challenge_name': ['AWAWA'], 'challenge_category': ['forensics'], 'challenge_points': ['50'], 'solve_time': ['2025-04-06 05:15:48']}"
Regino,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-06 07:09:53']}"
MENGXINLIN,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-06 07:14:45']}"
Soon,50,"{'challenge_name': ['AWAWA'], 'challenge_category': ['forensics'], 'challenge_points': ['50'], 'solve_time': ['2025-04-06 08:26:07']}"
0xTrust,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-06 08:47:20']}"
AyamMan,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-06 09:17:57']}"
FIERY PRIEST,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-06 10:28:04']}"
fzhshzh,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-06 11:20:50']}"
minyellsithu,50,"{'challenge_name': ['AWAWA'], 'challenge_category': ['forensics'], 'challenge_points': ['50'], 'solve_time': ['2025-04-06 12:00:42']}"
cat_flag,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-06 12:01:36']}"
ChannWilmerc,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-06 12:06:33']}"
darkgeb,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-06 12:28:38']}"
ramidu,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-06 12:36:40']}"
xerh4t,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-06 13:20:05']}"
aviral,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-06 13:38:23']}"
mr_n0_b0dy_,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-06 13:43:53']}"
mol53,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-06 13:43:57']}"
Momos,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-06 14:13:35']}"
rickP0,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-06 14:16:25']}"
poidog07,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-06 15:05:35']}"
dhanad,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-06 15:13:42']}"
aaaaaaaaaaaaaaaaaaaaaa,50,"{'challenge_name': ['AWAWA'], 'challenge_category': ['forensics'], 'challenge_points': ['50'], 'solve_time': ['2025-04-06 15:19:41']}"
Dhiraj,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-06 15:23:17']}"
xsociety101,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-06 15:28:51']}"
jeremykaragania,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-06 16:04:09']}"
ThePlayer372,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-06 16:04:14']}"
V1t,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-06 16:15:49']}"
D4RK5T4R5,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-06 17:05:59']}"
a_b,50,"{'challenge_name': ['AWAWA'], 'challenge_category': ['forensics'], 'challenge_points': ['50'], 'solve_time': ['2025-04-06 17:08:31']}"
f4n_n3r0,50,"{'challenge_name': ['AWAWA'], 'challenge_category': ['forensics'], 'challenge_points': ['50'], 'solve_time': ['2025-04-06 17:42:16']}"
whitehathacker8181,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-06 18:24:00']}"
BrBrPatapim,50,"{'challenge_name': ['Bologna Rider'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-06 18:54:42']}"
K21,50,"{'challenge_name': ['AWAWA'], 'challenge_category': ['forensics'], 'challenge_points': ['50'], 'solve_time': ['2025-04-06 19:27:06']}"
adawn,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-06 19:30:14']}"
Canfa,50,"{'challenge_name': ['Tortellini Check'], 'challenge_category': ['misc'], 'challenge_points': ['50'], 'solve_time': ['2025-04-06 20:47:14']}"
Franciuto,10,"{'challenge_name': ['Feedback form'], 'challenge_category': ['misc'], 'challenge_points': ['10'], 'solve_time': ['2025-04-06 20:18:34']}"
Tu4nSec,10,"{'challenge_name': ['Feedback form'], 'challenge_category': ['misc'], 'challenge_points': ['10'], 'solve_time': ['2025-04-06 21:23:38']}"
mrzc,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
kamisama,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
silentzero,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
bqman,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
itsme,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
knrtu_kita88,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
WWF,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
D4CE,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
RyanMav,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
Cryptonite,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
p1x3l,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
lianwu,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
akiidjk,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
Le_Roast_B33f,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
Reewnat,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
Ar1se4101,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
tzanany,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
TinyTidy,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
Akil,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
Edu_ard,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
NCA@Nepal,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
Jessy,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
UwU,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
toweve,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
Jadi,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
abcxyz,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
NOTOK,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
killswitch,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
genesis_0,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
sshharshhh,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
ZeroMarea,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
tr1ck3r,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
anshraj,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
PersianCats,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
ludere,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
pwn4s0n1c,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
pinoyboy67,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
gabdevele,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
GregorSec,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
Rob,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
MatteCapi,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
Anand,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
Alpha_Amigo,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
hackermatrix,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
tritoke,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
akashakash,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
whiteRose,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
mulattohat,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
enricodev,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
JulienLo,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
b0rn,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
munna,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
HxN0n3,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
Kuriix,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
Nick,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
rayn1,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
KXTI_NIKITA,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
pil.yulia,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
pilyu_lya,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
Hash,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
Mr.firewall,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
Sanders003,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
Ja4V8s28Ck,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
moverd,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
Lmbx,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
Farel,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
sunys,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
umadbro,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
mithun,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
tim,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
Darkeox34,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
Franck21,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
witer33,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
crih.exe,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
kekkkkkkk,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
Giak77,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
pb,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
0xA1E,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
r4yan,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
bigdeiv,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
chiemerie.jesiah@thefluent.org,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
itehax,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
ufilme,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
