name,points,challenge
BITSkrieg,2345,"{'challenge_name': ['Feedback', 'Pyshell', 'Mining Mania', 'Vaultability', 'Peek a QL', 'Framework Follies', 'On the Clock', 'Sanity Check', 'Fraction Fun'], 'challenge_category': ['Sanity', 'Misc', 'Misc', 'Pwn', 'Web', 'Web', 'Misc', 'Sanity', 'Rev'], 'challenge_points': ['50', '436', '267', '460', '254', '486', '292', '50', '50'], 'solve_time': ['2025-04-05T22:02:57.058441Z', '2025-04-05T12:13:03.560942Z', '2025-04-05T10:21:54.712839Z', '2025-04-05T07:24:16.096341Z', '2025-04-05T06:38:51.277324Z', '2025-04-05T06:11:23.929782Z', '2025-04-05T05:31:21.953981Z', '2025-04-05T05:11:21.162250Z', '2025-04-05T04:07:42.612316Z']}"
Gummi_Bears,2307,"{'challenge_name': ['Pyshell', 'Catering The Food', 'Vaultability', 'On the Clock', 'Mining Mania', 'Fraction Fun', 'Peek a QL', 'Sanity Check'], 'challenge_category': ['Misc', 'Misc', 'Pwn', 'Misc', 'Misc', 'Rev', 'Web', 'Sanity'], 'challenge_points': ['436', '498', '460', '292', '267', '50', '254', '50'], 'solve_time': ['2025-04-05T20:54:15.745226Z', '2025-04-05T19:41:28.092112Z', '2025-04-05T19:10:15.761743Z', '2025-04-05T17:29:26.678870Z', '2025-04-05T17:27:45.035028Z', '2025-04-05T08:39:30.473611Z', '2025-04-05T07:48:25.807587Z', '2025-04-05T03:32:28.306470Z']}"
Cryptonite,1887,"{'challenge_name': ['On the Clock', 'Mining Mania', 'Mr Bean', 'Taaffeite Encryption', 'Peek a QL', 'Sanity Check', 'Fraction Fun'], 'challenge_category': ['Misc', 'Misc', 'Misc', 'Crypto', 'Web', 'Sanity', 'Rev'], 'challenge_points': ['292', '267', '492', '482', '254', '50', '50'], 'solve_time': ['2025-04-05T14:09:39.167295Z', '2025-04-05T13:43:35.712027Z', '2025-04-05T12:53:10.096608Z', '2025-04-05T11:47:56.050247Z', '2025-04-05T03:23:47.256056Z', '2025-04-05T02:58:04.795653Z', '2025-04-05T02:48:38.780752Z']}"
BlitzHack,1858,"{'challenge_name': ['Feedback', 'Catering The Food', 'Fraction Fun', 'Peek a QL', 'MagicVault', 'Vaultability', 'Sanity Check'], 'challenge_category': ['Sanity', 'Misc', 'Rev', 'Web', 'Pwn', 'Pwn', 'Sanity'], 'challenge_points': ['50', '498', '50', '254', '496', '460', '50'], 'solve_time': ['2025-04-06T02:07:35.110019Z', '2025-04-06T01:40:09.914981Z', '2025-04-05T16:57:07.664599Z', '2025-04-05T14:16:17.699289Z', '2025-04-05T09:44:07.541160Z', '2025-04-05T07:39:43.366074Z', '2025-04-05T04:08:48.159533Z']}"
CyberPsychos,1697,"{'challenge_name': ['Feedback', 'On the Clock', 'Mr Bean', 'Snak-ASM', 'Mining Mania', 'Fraction Fun', 'Sanity Check'], 'challenge_category': ['Sanity', 'Misc', 'Misc', 'Web', 'Misc', 'Rev', 'Sanity'], 'challenge_points': ['50', '292', '492', '496', '267', '50', '50'], 'solve_time': ['2025-04-05T22:04:01.915917Z', '2025-04-05T19:10:04.885702Z', '2025-04-05T17:37:41.473129Z', '2025-04-05T16:04:46.191785Z', '2025-04-05T10:40:25.476104Z', '2025-04-05T04:13:44.384237Z', '2025-04-05T03:25:06.998241Z']}"
527504188@qq.com,1500,"{'challenge_name': ['MagicVault', 'Fraction Fun', 'Vaultability', 'FSWn3d'], 'challenge_category': ['Pwn', 'Rev', 'Pwn', 'Pwn'], 'challenge_points': ['496', '50', '460', '494'], 'solve_time': ['2025-04-05T13:08:48.084530Z', '2025-04-05T07:00:03.936959Z', '2025-04-05T06:45:09.230276Z', '2025-04-05T05:47:16.239745Z']}"
Galvin_Prime,1455,"{'challenge_name': ['Feedback', 'Peek a QL', 'Mr Bean', 'Mining Mania', 'On the Clock', 'Fraction Fun', 'Sanity Check'], 'challenge_category': ['Sanity', 'Web', 'Misc', 'Misc', 'Misc', 'Rev', 'Sanity'], 'challenge_points': ['50', '254', '492', '267', '292', '50', '50'], 'solve_time': ['2025-04-05T23:02:28.536340Z', '2025-04-05T18:46:30.587463Z', '2025-04-05T13:08:22.559286Z', '2025-04-05T10:23:33.194782Z', '2025-04-05T07:09:40.553445Z', '2025-04-05T05:08:01.211238Z', '2025-04-05T03:13:10.626208Z']}"
SkyWalker,1405,"{'challenge_name': ['Mining Mania', 'Peek a QL', 'Mr Bean', 'On the Clock', 'Fraction Fun', 'Sanity Check'], 'challenge_category': ['Misc', 'Web', 'Misc', 'Misc', 'Rev', 'Sanity'], 'challenge_points': ['267', '254', '492', '292', '50', '50'], 'solve_time': ['2025-04-05T18:49:11.289374Z', '2025-04-05T18:47:44.752966Z', '2025-04-05T14:55:20.548593Z', '2025-04-05T11:50:53.842110Z', '2025-04-05T06:56:44.628555Z', '2025-04-05T06:20:54.793519Z']}"
holyhexor,1399,"{'challenge_name': ['Pyshell', 'Feedback', 'On the Clock', 'Peek a QL', 'Mining Mania', 'Fraction Fun', 'Sanity Check'], 'challenge_category': ['Misc', 'Sanity', 'Misc', 'Web', 'Misc', 'Rev', 'Sanity'], 'challenge_points': ['436', '50', '292', '254', '267', '50', '50'], 'solve_time': ['2025-04-06T02:28:53.813255Z', '2025-04-06T01:50:42.321201Z', '2025-04-05T19:02:02.210658Z', '2025-04-05T18:08:17.844273Z', '2025-04-05T17:40:09.051566Z', '2025-04-05T16:30:24.251682Z', '2025-04-05T16:23:20.548485Z']}"
n3m3s1s,1372,"{'challenge_name': ['Feedback', 'Taaffeite Encryption', 'Fraction Fun', 'Framework Follies', 'Peek a QL', 'Sanity Check'], 'challenge_category': ['Sanity', 'Crypto', 'Rev', 'Web', 'Web', 'Sanity'], 'challenge_points': ['50', '482', '50', '486', '254', '50'], 'solve_time': ['2025-04-06T01:21:45.945034Z', '2025-04-05T17:33:06.393128Z', '2025-04-05T13:57:42.471198Z', '2025-04-05T13:16:27.818562Z', '2025-04-05T08:16:46.309048Z', '2025-04-05T02:33:36.970872Z']}"
FI-PI-LEET,1148,"{'challenge_name': ['Feedback', 'On the Clock', 'Sanity Check', 'Onions Make Me Cry :(', 'Mining Mania'], 'challenge_category': ['Sanity', 'Misc', 'Sanity', 'Misc', 'Misc'], 'challenge_points': ['50', '292', '50', '489', '267'], 'solve_time': ['2025-04-06T00:25:01.185598Z', '2025-04-06T00:17:59.068135Z', '2025-04-05T21:28:16.587469Z', '2025-04-05T19:38:11.382464Z', '2025-04-05T09:00:25.593244Z']}"
Onicoders-UciTeam,1110,"{'challenge_name': ['Feedback', 'Snaeky', 'Vaultability', 'Fraction Fun', 'Sanity Check'], 'challenge_category': ['Sanity', 'Rev', 'Pwn', 'Rev', 'Sanity'], 'challenge_points': ['50', '500', '460', '50', '50'], 'solve_time': ['2025-04-05T23:07:10.905343Z', '2025-04-05T23:02:33.475182Z', '2025-04-05T16:38:06.185359Z', '2025-04-05T12:26:27.239446Z', '2025-04-05T12:07:33.037609Z']}"
zblxst,1057,"{'challenge_name': ['Mining Mania', 'Peek a QL', 'Pyshell', 'Fraction Fun', 'Sanity Check'], 'challenge_category': ['Misc', 'Web', 'Misc', 'Rev', 'Sanity'], 'challenge_points': ['267', '254', '436', '50', '50'], 'solve_time': ['2025-04-05T19:27:23.038321Z', '2025-04-05T17:34:19.566853Z', '2025-04-05T14:24:26.449441Z', '2025-04-05T13:53:29.642417Z', '2025-04-05T13:44:41.604896Z']}"
SC,1004,"{'challenge_name': ['FSWn3d', 'Vaultability', 'Sanity Check'], 'challenge_category': ['Pwn', 'Pwn', 'Sanity'], 'challenge_points': ['494', '460', '50'], 'solve_time': ['2025-04-05T19:56:20.172763Z', '2025-04-05T17:18:34.493751Z', '2025-04-05T09:31:53.091000Z']}"
anakta,968,"{'challenge_name': ['Fraction Fun', 'Pyshell', 'Taaffeite Encryption'], 'challenge_category': ['Rev', 'Misc', 'Crypto'], 'challenge_points': ['50', '436', '482'], 'solve_time': ['2025-04-05T16:04:59.742302Z', '2025-04-05T15:11:06.127460Z', '2025-04-05T14:52:08.247985Z']}"
TitanicSwimTeam,934,"{'challenge_name': ['Feedback', 'Mr Bean', 'On the Clock', 'Sanity Check', 'Fraction Fun'], 'challenge_category': ['Sanity', 'Misc', 'Misc', 'Sanity', 'Rev'], 'challenge_points': ['50', '492', '292', '50', '50'], 'solve_time': ['2025-04-05T22:23:22.863296Z', '2025-04-05T19:24:44.606738Z', '2025-04-05T15:30:09.096600Z', '2025-04-05T05:04:30.936287Z', '2025-04-05T03:45:30.622851Z']}"
El_Hackatorio,934,"{'challenge_name': ['Feedback', 'Mr Bean', 'On the Clock', 'Fraction Fun', 'Sanity Check'], 'challenge_category': ['Sanity', 'Misc', 'Misc', 'Rev', 'Sanity'], 'challenge_points': ['50', '492', '292', '50', '50'], 'solve_time': ['2025-04-06T01:44:57.028776Z', '2025-04-06T00:44:15.956199Z', '2025-04-05T22:33:31.984171Z', '2025-04-05T20:53:01.848730Z', '2025-04-05T15:07:39.807412Z']}"
TeamC8,915,"{'challenge_name': ['Mining Mania', 'Fraction Fun', 'Feedback', 'Sanity Check', 'Big Stuff'], 'challenge_category': ['Misc', 'Rev', 'Sanity', 'Sanity', 'Crypto'], 'challenge_points': ['267', '50', '50', '50', '498'], 'solve_time': ['2025-04-06T02:23:56.359398Z', '2025-04-06T01:20:46.313581Z', '2025-04-06T01:11:34.176183Z', '2025-04-06T01:07:25.809396Z', '2025-04-05T08:15:33.947150Z']}"
Ketchup (Catch-Up),913,"{'challenge_name': ['On the Clock', 'Peek a QL', 'Mining Mania', 'Fraction Fun', 'Sanity Check'], 'challenge_category': ['Misc', 'Web', 'Misc', 'Rev', 'Sanity'], 'challenge_points': ['292', '254', '267', '50', '50'], 'solve_time': ['2025-04-05T18:11:21.029801Z', '2025-04-05T17:29:38.879450Z', '2025-04-05T14:26:45.134456Z', '2025-04-05T05:15:42.859919Z', '2025-04-05T04:48:27.313624Z']}"
Silicon,913,"{'challenge_name': ['Mining Mania', 'Feedback', 'Sanity Check', 'Snak-ASM', 'Fraction Fun'], 'challenge_category': ['Misc', 'Sanity', 'Sanity', 'Web', 'Rev'], 'challenge_points': ['267', '50', '50', '496', '50'], 'solve_time': ['2025-04-06T01:39:01.115416Z', '2025-04-05T23:23:13.148381Z', '2025-04-05T16:41:03.466223Z', '2025-04-05T16:18:18.035492Z', '2025-04-05T15:29:49.306388Z']}"
DΣDSEC,874,"{'challenge_name': ['Taaffeite Encryption', 'On the Clock', 'Fraction Fun', 'Sanity Check'], 'challenge_category': ['Crypto', 'Misc', 'Rev', 'Sanity'], 'challenge_points': ['482', '292', '50', '50'], 'solve_time': ['2025-04-06T01:53:48.388859Z', '2025-04-05T10:52:38.500986Z', '2025-04-05T03:01:06.258002Z', '2025-04-05T02:37:01.332424Z']}"
Chentuky Tried Ficken,853,"{'challenge_name': ['Feedback', 'Pyshell', 'Mining Mania', 'Fraction Fun', 'Sanity Check'], 'challenge_category': ['Sanity', 'Misc', 'Misc', 'Rev', 'Sanity'], 'challenge_points': ['50', '436', '267', '50', '50'], 'solve_time': ['2025-04-05T22:05:50.367891Z', '2025-04-05T21:06:37.177129Z', '2025-04-05T15:16:35.831786Z', '2025-04-05T03:51:16.062632Z', '2025-04-05T02:53:23.328684Z']}"
Ragtags,853,"{'challenge_name': ['Feedback', 'Mining Mania', 'Pyshell', 'Fraction Fun', 'Sanity Check'], 'challenge_category': ['Sanity', 'Misc', 'Misc', 'Rev', 'Sanity'], 'challenge_points': ['50', '267', '436', '50', '50'], 'solve_time': ['2025-04-05T22:45:08.030164Z', '2025-04-05T14:02:21.160006Z', '2025-04-05T12:24:25.898045Z', '2025-04-05T10:24:02.683918Z', '2025-04-05T09:46:30.972065Z']}"
lord,740,"{'challenge_name': ['Fraction Fun', 'Peek a QL', 'Pyshell'], 'challenge_category': ['Rev', 'Web', 'Misc'], 'challenge_points': ['50', '254', '436'], 'solve_time': ['2025-04-05T10:48:13.542933Z', '2025-04-05T10:40:06.364902Z', '2025-04-05T10:23:49.955015Z']}"
f0xes,709,"{'challenge_name': ['Feedback', 'Mining Mania', 'Sanity Check', 'On the Clock', 'Fraction Fun'], 'challenge_category': ['Sanity', 'Misc', 'Sanity', 'Misc', 'Rev'], 'challenge_points': ['50', '267', '50', '292', '50'], 'solve_time': ['2025-04-05T22:02:29.877952Z', '2025-04-05T17:30:06.414548Z', '2025-04-05T15:31:09.227404Z', '2025-04-05T14:38:38.866228Z', '2025-04-05T09:36:56.663830Z']}"
HENU SRC,709,"{'challenge_name': ['Feedback', 'Mining Mania', 'On the Clock', 'Sanity Check', 'Fraction Fun'], 'challenge_category': ['Sanity', 'Misc', 'Misc', 'Sanity', 'Rev'], 'challenge_points': ['50', '267', '292', '50', '50'], 'solve_time': ['2025-04-05T22:42:41.709596Z', '2025-04-05T21:15:10.372867Z', '2025-04-05T20:21:12.442427Z', '2025-04-05T15:27:34.545612Z', '2025-04-05T03:19:02.139024Z']}"
Bits & Pieces,671,"{'challenge_name': ['Feedback', 'Mining Mania', 'Peek a QL', 'Fraction Fun', 'Sanity Check'], 'challenge_category': ['Sanity', 'Misc', 'Web', 'Rev', 'Sanity'], 'challenge_points': ['50', '267', '254', '50', '50'], 'solve_time': ['2025-04-06T00:10:22.841932Z', '2025-04-05T14:11:47.056083Z', '2025-04-05T09:18:54.828698Z', '2025-04-05T03:33:32.431714Z', '2025-04-05T02:41:11.306851Z']}"
N Ø C T I S,659,"{'challenge_name': ['Mining Mania', 'Sanity Check', 'Fraction Fun', 'On the Clock'], 'challenge_category': ['Misc', 'Sanity', 'Rev', 'Misc'], 'challenge_points': ['267', '50', '50', '292'], 'solve_time': ['2025-04-05T09:10:14.046755Z', '2025-04-05T08:39:09.970702Z', '2025-04-05T07:34:08.511213Z', '2025-04-05T04:49:29.325061Z']}"
Makara,659,"{'challenge_name': ['Mining Mania', 'Fraction Fun', 'On the Clock', 'Sanity Check'], 'challenge_category': ['Misc', 'Rev', 'Misc', 'Sanity'], 'challenge_points': ['267', '50', '292', '50'], 'solve_time': ['2025-04-05T21:11:45.612507Z', '2025-04-05T14:40:01.435789Z', '2025-04-05T13:54:45.559011Z', '2025-04-05T11:35:19.720328Z']}"
Solo kok banh aseli,621,"{'challenge_name': ['Feedback', 'Mining Mania', 'Peek a QL', 'Sanity Check'], 'challenge_category': ['Sanity', 'Misc', 'Web', 'Sanity'], 'challenge_points': ['50', '267', '254', '50'], 'solve_time': ['2025-04-06T02:17:17.034802Z', '2025-04-05T15:18:11.399744Z', '2025-04-05T14:26:19.840541Z', '2025-04-05T10:41:54.861194Z']}"
P2P Academy,598,"{'challenge_name': ['Catering The Food', 'Sanity Check', 'Fraction Fun'], 'challenge_category': ['Misc', 'Sanity', 'Rev'], 'challenge_points': ['498', '50', '50'], 'solve_time': ['2025-04-05T11:52:21.413704Z', '2025-04-05T11:15:08.433028Z', '2025-04-05T05:56:56.469189Z']}"
SyntaxError,598,"{'challenge_name': ['Big Stuff', 'Fraction Fun', 'Sanity Check'], 'challenge_category': ['Crypto', 'Rev', 'Sanity'], 'challenge_points': ['498', '50', '50'], 'solve_time': ['2025-04-05T18:33:00.968393Z', '2025-04-05T13:22:25.640327Z', '2025-04-05T13:10:32.537556Z']}"
why_try,582,"{'challenge_name': ['Feedback', 'Taaffeite Encryption', 'Fraction Fun'], 'challenge_category': ['Sanity', 'Crypto', 'Rev'], 'challenge_points': ['50', '482', '50'], 'solve_time': ['2025-04-05T23:07:45.395435Z', '2025-04-05T22:27:55.605303Z', '2025-04-05T14:46:08.441324Z']}"
substance abusers,560,"{'challenge_name': ['Fraction Fun', 'Sanity Check', 'Vaultability'], 'challenge_category': ['Rev', 'Sanity', 'Pwn'], 'challenge_points': ['50', '50', '460'], 'solve_time': ['2025-04-05T09:02:51.117261Z', '2025-04-05T08:58:27.118918Z', '2025-04-05T08:08:51.143688Z']}"
sans-cullotes,536,"{'challenge_name': ['Pyshell', 'Fraction Fun', 'Sanity Check'], 'challenge_category': ['Misc', 'Rev', 'Sanity'], 'challenge_points': ['436', '50', '50'], 'solve_time': ['2025-04-05T08:51:43.529614Z', '2025-04-05T05:21:48.004747Z', '2025-04-05T05:02:46.232824Z']}"
Mind_Wreckers,536,"{'challenge_name': ['Pyshell', 'Fraction Fun', 'Sanity Check'], 'challenge_category': ['Misc', 'Rev', 'Sanity'], 'challenge_points': ['436', '50', '50'], 'solve_time': ['2025-04-05T12:40:43.635413Z', '2025-04-05T09:24:53.750402Z', '2025-04-05T07:40:41.704505Z']}"
GopherHack,536,"{'challenge_name': ['Pyshell', 'Sanity Check', 'Fraction Fun'], 'challenge_category': ['Misc', 'Sanity', 'Rev'], 'challenge_points': ['436', '50', '50'], 'solve_time': ['2025-04-06T01:27:49.945689Z', '2025-04-06T00:51:59.167159Z', '2025-04-06T00:51:03.521093Z']}"
lol,489,"{'challenge_name': ['Onions Make Me Cry :('], 'challenge_category': ['Misc'], 'challenge_points': ['489'], 'solve_time': ['2025-04-05T07:57:24.539381Z']}"
C4T8,489,"{'challenge_name': ['Onions Make Me Cry :('], 'challenge_category': ['Misc'], 'challenge_points': ['489'], 'solve_time': ['2025-04-05T18:32:41.948748Z']}"
a,460,"{'challenge_name': ['Vaultability'], 'challenge_category': ['Pwn'], 'challenge_points': ['460'], 'solve_time': ['2025-04-05T16:20:16.589170Z']}"
16j,460,"{'challenge_name': ['Vaultability'], 'challenge_category': ['Pwn'], 'challenge_points': ['460'], 'solve_time': ['2025-04-05T18:07:59.193510Z']}"
Y@hoo!,442,"{'challenge_name': ['Feedback', 'On the Clock', 'Fraction Fun', 'Sanity Check'], 'challenge_category': ['Sanity', 'Misc', 'Rev', 'Sanity'], 'challenge_points': ['50', '292', '50', '50'], 'solve_time': ['2025-04-06T00:49:52.671190Z', '2025-04-05T17:51:55.110319Z', '2025-04-05T02:56:26.011422Z', '2025-04-05T02:33:40.120308Z']}"
